respid,"gamma(2,1)","delta(1,2)","delta(2,2)","delta(3,2)","gamma(3,1)","delta(1,3)","delta(2,3)","delta(3,3)","gamma(4,1)","delta(1,4)","delta(2,4)","delta(3,4)"
11557,0.075569269658577,-3.144190480505296,-0.4482216860380676,-0.6175947667421827,0.1034204822768119,-4.688966756499212,-2.079434048159044,-0.3676445377314057,0.219226566576477,-7.117089522637309,-4.727784475588485,-3.50076762590596
11616,0.0829044741087667,-3.3013606779495515,-0.6376262480885272,-0.7183685278473197,0.1047150892126999,-4.72412770490499,-2.13797159684665,-0.4010485740995415,0.2320956654031627,-7.416744653016706,-5.034795677722982,-3.7437739531539824
11626,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
11632,0.0734144583385563,-3.470147622323556,-0.7346256742704683,-1.0351000988222134,0.1012965846254565,-5.003982442053766,-2.344672190541523,-0.8133509752488743,0.1974289735886365,-6.985485706923846,-4.692115420611822,-3.577762340407567
11651,0.0712490905047165,-2.91106530120561,-0.2463101959218583,-0.4377679750075268,0.1033363117199902,-4.481044923949159,-1.8824895690973675,-0.1727208527157833,0.1994995431964069,-6.2854938236826206,-3.9241145169608,-2.685941829516324
11652,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
11660,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
11681,0.076133401332588,-4.161778480997206,-1.4701427787895716,-1.5909230257853142,0.0961072699563319,-5.0194505265646585,-2.405251760280524,-0.5537001216559176,0.1641577135425291,-5.949276229014966,-3.933587985278498,-2.524743274935376
11719,0.0709494733092876,-2.996718632757353,-0.3179894794573236,-0.4514520554914498,0.1032919558219312,-4.618558916721048,-2.0446670281575843,-0.3565247334287905,0.1829444782317851,-5.965459221664981,-3.737719711307785,-2.466247561509106
11720,0.0813230321613671,-3.314893292261184,-0.6310903391507019,-0.7690893863211143,0.1067342457824229,-4.827974942990225,-2.286757817356272,-0.5490839482389597,0.2325593624715597,-7.432652820058415,-5.061656863682051,-3.832375269104196
11727,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
11729,0.0863529763602058,-3.481735846288451,-0.8047498396402192,-0.9550762773411782,0.1138348127121339,-4.658229534267796,-1.925136242847708,-0.2857562660473193,0.2644125842288509,-8.130753753041695,-5.749793235162785,-4.325222294990804
11732,0.076510124681716,-3.568155279767162,-0.8775034248753247,-1.0835010783787695,0.1042933893002522,-5.045957283536931,-2.562674456396718,-0.6927889372038123,0.2126502760501573,-7.444475287517265,-5.087841248956029,-3.742173464922625
11738,0.0776172150101228,-4.251963780497705,-1.477578564668599,-1.7812364132520797,0.0960706329556741,-4.947057043381128,-2.296117216325584,-0.7041973151195892,0.1615019693364732,-5.932315810221373,-3.913605467670157,-2.5983947052210774
11762,0.0747790086500967,-2.586438910394029,0.0492376335806283,-0.154741306127067,0.1188080450904062,-3.959407901191241,-1.4078253516239032,0.6766397311034126,0.2269725585959491,-6.922207526119982,-4.619237612658607,-2.679012699695336
11794,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
11802,0.0871808066558793,-3.3926556136827943,-0.7272748603160238,-1.030426898746951,0.1085920565372986,-4.5072147388572645,-1.9519082180071377,-0.3500140404879397,0.234517246507018,-7.062393680488623,-4.773831910328996,-3.536466872619734
11805,0.0992796165607111,-2.60015380213769,-0.0674690466606814,-0.0733590180067171,0.1414436303406934,-3.818764089959877,-1.3652506107067437,0.5894999973068613,0.2902723703951175,-7.49168172123874,-5.104104415224853,-3.2370278368484304
11853,0.0771790778347951,-3.925665567470929,-1.204098146372221,-1.4179037150564218,0.1035421884863216,-4.734307032183227,-2.1401286494671954,-0.5921143498316066,0.1720934297436289,-6.0661062089614095,-3.934689869816976,-2.6281207285609733
11866,0.0539553291691407,-2.908497813994675,-0.1778800762131075,-0.2773901714181295,0.089796659408564,-4.4883429428176855,-1.9759498562337916,0.0793810390721291,0.2525339425226533,-7.853763089959081,-5.756056567320812,-4.2928484509525004
11879,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
11880,0.0772583176195546,-3.6101694428818103,-0.8996801419217291,-1.1068466834670665,0.0992182488040288,-5.057846547606835,-2.488423437851933,-0.6584974835529811,0.2121155761687794,-7.468915862335305,-5.139266668316794,-3.901467603870729
11917,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
11932,0.0689528698914271,-3.721240647993299,-1.0083246249693665,-1.1521157041916557,0.0851451744731048,-4.5113995982411295,-1.7921602093137063,-0.2702010894909252,0.1374798125211392,-5.163944259030338,-3.103334059720333,-1.9050007933231348
11938,0.0645978747368155,-2.835147315547794,-0.1824342403321136,-0.1354002504815044,0.0918351969163571,-4.499728559636225,-1.930441671874608,-0.0509569370363114,0.1788957407880853,-5.697221486914028,-3.4727079906246976,-2.1624623456148773
11949,0.0817226851198333,-3.3910012007168056,-0.7269257363396051,-0.8422947211448146,0.1122370801201242,-4.892198113594579,-2.2918782915881533,-0.5610816604229235,0.2209818358482775,-7.305121744526274,-5.0200096617150205,-3.637337889943504
12011,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
12028,0.0708940578106941,-2.993351242242288,-0.3842321194921306,-0.450344276726423,0.0979954751390528,-4.015466146067616,-1.3177372802253118,0.225615911558677,0.2037427696357709,-5.866817426225243,-3.6129615202657583,-2.235300590452357
12049,0.0802060897073089,-3.41427664893875,-0.6441823809716755,-0.7687318314570499,0.1104415932719461,-4.958910124916232,-2.297033795249847,-0.5877903757716878,0.2333440812665354,-7.788640093963191,-5.338692471614029,-4.039510013546924
12061,0.0753650432506879,-3.34793119428214,-0.6517537631294196,-0.9132496815352308,0.1009729335729226,-4.788088375020224,-2.142643357229746,-0.4798333868030295,0.2346583717835015,-7.931709289951482,-5.455577871521469,-4.162157760911583
12073,0.0532877185787411,-2.529996727040805,0.1423946586506202,-0.1077857817706912,0.0882373106154425,-4.2898465237861325,-1.7136144876651016,-0.0306925011802085,0.1988405036508517,-6.041732683713435,-3.8084324849220414,-2.600284291360841
12088,0.0843919495282454,-2.313813024631813,0.2828170755521038,0.4416309264986762,0.1333967554584635,-3.602335165848976,-1.1328895754908543,0.9226703780552544,0.2936305022616681,-7.891844156203239,-5.207928244970745,-3.250969613387065
12096,0.0894598028683393,-2.946183253943215,-0.2408449166602686,-0.4562444962664407,0.1363898800716702,-4.241656647192231,-1.703453293492441,0.3281319272197508,0.2795114865629679,-8.305224055158382,-5.715744434199057,-3.7618298955403646
12099,0.0889703321946633,-2.579550223612321,0.0238423575933014,-0.068844271446902,0.1383246996482193,-3.752935765432082,-1.2633920294895165,0.6451814545988417,0.2693417063474906,-7.193654218902909,-4.720766125042625,-2.909062066484719
12133,0.0704845769244001,-3.3245243352688,-0.7198466197912796,-0.950421158958574,0.1041865914820784,-4.447495004191851,-1.9198906083324565,-0.3115936458083926,0.1353921797221594,-4.422714485228349,-2.374292268273956,-1.1412485754355064
12139,0.0650977518033085,-3.7350045015821594,-1.0558594873867029,-1.2807603920234256,0.0892201254671737,-4.790294673330448,-2.203383819443634,-0.6221408894542036,0.1810869529567072,-6.357806824991723,-4.245804710967204,-3.142244772249104
12147,0.0841640526263503,-2.9118973498648333,-0.2613593061432871,-0.4636164683318923,0.1076088439864166,-3.9543629216242655,-1.360036496860205,0.2426563938030189,0.2009930200705414,-5.871005655971992,-3.567584267781379,-2.310488610811186
12181,0.073162791934544,-3.5510966834509974,-0.8480203524771123,-1.1113639220968814,0.0974138039956421,-5.016605784954806,-2.390240906062195,-0.5280564518178015,0.1790227662372765,-6.781200125288232,-4.495013345426988,-3.1871872318014143
12183,0.067138064241603,-3.356659383300551,-0.7110989002922518,-0.8293026977159661,0.1251608045685041,-4.856770727773026,-2.1289555974746213,-0.7044931302974816,0.1948420247333231,-6.14040707955773,-3.7677166953920063,-2.431003264974464
12223,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
12228,0.0965239070220506,-4.327188260868466,-1.59462945149965,-1.9984518212828344,0.1232503449524323,-5.095009553529755,-2.5258612553632243,-1.1645624697439854,0.2485016651358332,-7.395722007305738,-5.184551718807607,-3.9938342983030672
12236,0.0829695599371513,-3.397711193689248,-0.7167790585733085,-0.7453577013141948,0.1128560362012617,-4.688643192096342,-2.0538918911533903,-0.1965074861577562,0.2027340088442978,-6.7628378010748,-4.510630918593649,-2.980144758268314
12244,0.0556021522853062,-3.645695044854493,-0.819809760005858,-1.1669455475544548,0.085050320161771,-4.649722288079697,-2.068392621054452,-0.2692144070147381,0.1536466533183097,-5.630302945012868,-3.5354698425538857,-2.194089111522464
12250,0.0905859240265168,-4.279580227016196,-1.6810068859456029,-2.069704547909445,0.1157121539710521,-5.222292209737264,-2.7394581686487967,-1.3536751870728512,0.2292970320838902,-6.619870906459496,-4.581713689423349,-3.558979573429447
12256,0.0780177604046192,-3.5966724204025136,-0.8810776354596774,-1.1656989424495052,0.100414589930365,-5.020458846039717,-2.4043363335781764,-0.7199823395768946,0.2055327804780198,-7.188795684890735,-4.942197287383628,-3.731210046656335
12279,0.0625990696287071,-3.4023432293216165,-0.7082410962630561,-0.814878630236239,0.0930864204292985,-4.961202179200217,-2.3287601348023887,-0.4792692270494453,0.199607986247827,-7.448687594572991,-5.2094584180138845,-3.737069980336388
12297,0.0752016185488217,-3.2218307951172918,-0.5022324145020639,-0.7148090747421815,0.1108491577114654,-4.038952272112563,-1.3673988510153243,0.0929091942453946,0.2678290520614291,-6.775035411856614,-4.315566390404836,-3.1862750000901894
12300,0.0720545805666769,-3.148044611729617,-0.4777910184074634,-0.8856777048892174,0.1129807053073164,-3.961604989256027,-1.4421387332246038,-0.1677310793972698,0.2719144106458512,-6.46361842611551,-4.256518406240348,-3.020802466562016
12328,0.0544965169803923,-3.228640002972384,-0.6582552573318312,-0.7289824175110263,0.0863280659657496,-4.2133033008995735,-1.698482459393679,0.0931457604007079,0.1287101784403016,-4.785336074278905,-2.893126298318239,-1.4160580454367653
12346,0.0675823726112629,-3.232368921869549,-0.5657084410046951,-0.5911114848250251,0.0971150234564307,-4.8871067019537815,-2.3156324042869483,-0.2070243981717961,0.1523361126859254,-5.588419685937232,-3.485681363018716,-1.9188473469906064
12347,0.0986526247988792,-3.842573876680293,-1.1625975876339438,-1.354313158263304,0.1303713178325187,-4.555427079308461,-1.996650280502883,-0.3623086624358946,0.1742196224353892,-5.090062390678515,-2.8610693569013,-1.4552190161389795
12350,0.0711370966274682,-3.0669763947794184,-0.361839325177606,-0.5968775742902008,0.1067408268894801,-4.906589368155063,-2.2630364335131845,-0.5736807804945265,0.2127552846020696,-6.78612032316474,-4.394755330314072,-3.154797915101841
12390,0.0774003680653502,-3.405318261273226,-0.7163190430598207,-0.8523751470309372,0.1020318200123859,-4.91362689370554,-2.287919707664825,-0.3426958149321243,0.1869750879109471,-6.528244275882075,-4.219825872867808,-2.7847180357611063
12399,0.080499608636449,-3.222308163418731,-0.5388365849672903,-0.7574595508769245,0.1042835111541204,-4.400722266413495,-1.7862201963142683,-0.1363697771792652,0.2061187955316225,-6.672205138285105,-4.356352586998301,-3.050283855848534
12421,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
12432,0.0939139153029172,-4.065224230782449,-1.4402189916270065,-2.084163763862694,0.1370898845484889,-5.023123563237699,-2.455690850915366,-1.402095987245685,0.1881587343112577,-6.098781506759375,-4.003320098254654,-3.089724466743373
12463,0.0810836557291041,-3.286245949380997,-0.5805068659092769,-0.7537897141194754,0.1067574236984741,-4.449913097408294,-1.8080654592619645,-0.148765870452831,0.2013923820738707,-6.478676233761768,-4.163377336272442,-2.781809665324866
12472,0.0796758879439434,-3.3696781804699323,-0.6536714964401313,-0.8648612964892923,0.1069627390882113,-4.790621631517659,-2.201111184890131,-0.4973771453246726,0.2207867009014934,-7.392108524345341,-5.020092612251832,-3.7200132864706994
12500,0.0613288701882406,-2.2754019964588235,0.472555886048489,0.2799643477562396,0.097482709494906,-2.745921002075497,-0.1882085280926963,1.420765310480632,0.225382838206027,-5.273045679052316,-2.915604051807904,-1.4237989127290136
12505,0.0881465242448114,-3.396848062937549,-0.713454870411405,-0.9386383116088822,0.1158467234480835,-4.642629588791462,-2.045212106037942,-0.3758691942105487,0.2210863896928193,-6.9371656190609166,-4.620740078286524,-3.292775181245128
12529,0.0775008462931705,-3.0473678187805224,-0.4074642935957359,-0.5062514956093344,0.1131110747296312,-4.4231259205613656,-1.9275982962193412,-0.2271362739817485,0.1929823717812553,-5.875719706615827,-3.616300781658333,-2.290493504597022
12549,0.0793287380809575,-3.120148400351391,-0.4418010092226651,-0.5453916240246075,0.1052500605077673,-4.408958531669107,-1.766646046892934,-0.1218190659925793,0.2204000745907848,-6.766014874616416,-4.4145382838590566,-3.101653322622082
12557,0.078945326209571,-3.3369598335045483,-0.6469241811143114,-0.7012629732753082,0.1066046445307696,-4.874679647107375,-2.2473880370792125,-0.5169185167056437,0.2420771538258352,-7.715879999011311,-5.289337924450678,-4.037086917728571
12564,0.0735744656497558,-3.200907377490781,-0.5262727786432164,-0.7789102078604311,0.0976008002757349,-4.605656522979006,-2.017833102269216,-0.3750320787017812,0.2027510819371391,-6.967476846512686,-4.702500572410448,-3.45963503491896
12647,0.0781742887359876,-3.3034631797208096,-0.6002204313398705,-0.7689273954102531,0.1054952693829567,-4.778499802391711,-2.132598610764861,-0.4752867223947656,0.2034699534790248,-6.909336753335395,-4.5091518482033095,-3.300628347717916
12662,0.0047289534237832,-0.8693314630427036,1.631687500379038,1.5946365811270964,0.0456845277336854,-2.004929815714556,0.5397807554208849,2.3458964755397163,0.0832486970678867,-2.5526674330054098,-0.4940169942013017,0.9848570058632348
12672,0.07705723794522,-3.0799272956523054,-0.3824791324084718,-0.693299275030483,0.1039685496306172,-4.58562352871502,-1.9956108965257755,-0.3888072968779556,0.182116953468725,-5.893527953083105,-3.647413685284921,-2.457545682153386
12683,0.0867834696977524,-3.39704440267686,-0.766432389036851,-0.6036573107633042,0.1167711819149511,-4.636854651300516,-2.079394232364064,-0.131269489119962,0.2307156596965928,-7.257064354358785,-4.868830107144661,-3.271960261032875
12700,0.0566883991334344,-1.885234380541164,0.803259246146062,0.7321231842210757,0.0957875486219894,-2.938704770862419,-0.3889778423853195,1.485741686747586,0.1870199076274647,-4.9366764028703845,-2.6709594268623675,-0.9740011656859738
12725,0.0878420165043925,-3.207117291401602,-0.6079838129653454,-0.675923581354684,0.1236702866730285,-4.559173273598093,-2.062191456430417,-0.3634636697604009,0.2343326739174161,-6.876019293809135,-4.547633209610861,-3.182691651584692
12760,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
12767,0.0928783735415033,-3.5453099222351714,-0.8602816756757947,-1.0727034603826715,0.1166131679141213,-4.66111768034078,-2.0795473357805614,-0.423184965466278,0.2342766232624143,-7.47994086333265,-5.038563535271439,-3.685588987240716
12794,0.0803770239765909,-3.2805188717513403,-0.6580893678918015,-0.9087777788284536,0.108512957928996,-3.9915336248539215,-1.411910877299961,0.0637383892134365,0.2013679085096879,-5.544657460622053,-3.317554410157102,-2.051414974619757
12803,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
12825,0.0707441721384691,-2.878977670800364,-0.1747128397140147,-0.3094420734403405,0.1047588731527242,-4.601967107916973,-1.98969093312527,-0.3017347572662332,0.2117712360574585,-6.651600494914628,-4.379529773105448,-3.1162723348343806
12839,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
12861,0.0711372345604999,-4.134299212673956,-1.4110762384212374,-1.5775848217809394,0.0895671572412428,-4.923528180045395,-2.222049041049833,-0.4676000396217585,0.1420174813178518,-5.6594282677522125,-3.653348438916431,-2.2217270608488158
12871,0.0521984688935196,-3.7262342635478896,-0.9122973053698324,-1.2327835967885676,0.0821649279021009,-4.785647319545644,-2.077635599960696,-0.4240871787831058,0.1499941685523299,-5.994176373203265,-3.908318820947944,-2.494657366353099
12880,0.0731452752680539,-3.567147251300153,-0.8395908576817429,-0.9877178704502348,0.0999290972659034,-5.115589252019339,-2.419108987486612,-0.5796410409984449,0.1838460172033674,-6.894606224902208,-4.664893862527324,-3.2166241090778778
12886,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
12913,0.0715131395040334,-3.986936544097767,-1.324122578148934,-1.3867689875589349,0.0935829867328391,-4.978595441049368,-2.395595551177761,-0.4594141668348971,0.1638791768726821,-6.242928459365253,-4.211610020938301,-2.6645483307789424
12972,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
13012,0.0778452425812393,-4.110081576555961,-1.4565331939956718,-1.7981557929464669,0.101757367790735,-5.043815597715529,-2.4851655115396687,-0.7677943864566091,0.1544288519723711,-5.636086201721776,-3.63176786486184,-2.284664018786974
13019,0.0641446341741499,-3.830925776242642,-1.1504762427523565,-1.4080748700219332,0.0890056170597418,-4.888681370156676,-2.2831023850601597,-0.5856552661809977,0.1441239385367255,-5.724919141974184,-3.6716742825867033,-2.376378215900113
13033,0.0691552413611915,-3.7011919733779854,-1.069984313356252,-1.2092109881195816,0.1032322479591725,-4.983203560013608,-2.3669259718366167,-0.6137570507623863,0.1534329403902786,-5.492796680863885,-3.470796748807363,-2.029212949422747
13042,0.0778795082292394,-4.214753689180834,-1.6797342742736232,-1.782661059254845,0.1050348273129232,-5.1527538908698345,-2.817622771450391,-1.0647020053227678,0.2538392281692478,-7.620138785224143,-5.6235925272886105,-4.622163011487352
13046,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
13049,0.074145263093732,-3.4858722149152497,-0.7486940885441512,-0.9752887285574542,0.1003036792776144,-5.0455179147575215,-2.390454555124983,-0.7102044389957536,0.1954270798149017,-6.9706493567772245,-4.717106907626364,-3.456641063472305
13062,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
13065,0.0747761615539891,-2.4006678361274334,0.3064428622624431,0.2779618059597362,0.1210145240461169,-3.7706328307244674,-1.1985115455390754,0.8492532799493614,0.2357427539402678,-7.223351321290679,-4.765631654321367,-2.838439384056231
13081,0.086308763989342,-4.397146993970611,-1.7754486872168451,-2.1738492006826515,0.1064254625844259,-5.1677986020836615,-2.666521323403056,-1.212128961038103,0.2152703686952308,-6.711563006516455,-4.630762230929014,-3.5284177729340103
13082,0.0728882965654209,-3.090048536216249,-0.3964490364856936,-0.6421714817835954,0.0978305711747758,-4.634304402298777,-2.0010074152585564,-0.4043802413738341,0.2233412526263295,-7.529022169785308,-5.106482895513146,-3.9677642495126686
13101,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
13109,0.0766547180190464,-3.992344077165823,-1.2808796855973092,-1.4483981386181903,0.1123542286302786,-5.146960258659797,-2.574278704142845,-1.0559820360474623,0.206356885063678,-6.100630373989556,-3.9930331744387777,-2.939291820009476
13113,0.0743812571058433,-3.135895345325894,-0.3857826578346699,-0.6791946534936039,0.1015153220263388,-4.634955133588806,-2.022478730381848,-0.4338357286220686,0.2424979531766977,-7.718578968197759,-5.2286368700772,-4.049164463958565
13137,0.0834019686813743,-3.429934021344497,-0.757559392830099,-1.0007634299870374,0.1088454480981883,-4.933580910089146,-2.2958719295716468,-0.7080093643219129,0.2319233764970285,-7.792097544885753,-5.387165363345112,-4.196524830923513
13138,0.08198705288098,-4.129989783465035,-1.5403672014696248,-1.9210621388796876,0.1176561632575035,-5.303114460563464,-2.7868597390848664,-1.4046146232845207,0.2239474087987461,-6.508089310643525,-4.551861893647503,-3.465039697440491
13170,0.0867245106138791,-2.908532090985963,-0.2269068413562942,-0.5645580162804369,0.1229795297304289,-4.4535936997846415,-1.9153314972893427,-0.4726005419518956,0.2449315977056507,-6.991170113380811,-4.537343938159624,-3.4482247244124
13230,0.0760253130995248,-3.27681991465042,-0.6092674556790315,-0.797540627257832,0.1054145472994018,-4.760257805925601,-2.272839897424216,-0.6056278367736945,0.2181204466935531,-7.3765628766308415,-5.057718775527179,-3.853613161858712
13338,0.073635842707141,-3.1357175172216083,-0.4160277662100434,-0.6552152806538202,0.1028909347719085,-4.385487471890895,-1.7661432577694391,-0.152736873721088,0.1977347062537073,-6.458138214731942,-4.185657078766248,-2.9006161961972183
13356,0.0942525758340246,-3.256837055834845,-0.507328119281612,-0.7427047134481793,0.1221113833397929,-4.541478753737403,-1.9096401190964103,-0.3703336170815708,0.2561934943891508,-7.707404342204761,-5.210804085622927,-4.02873514642575
13432,0.074246039760379,-3.456342212784313,-0.7642273697335776,-0.9527118066597746,0.0969917972577758,-4.9075907435950725,-2.33677291614654,-0.5669743748033107,0.1960193066925825,-6.952579847151935,-4.682895413263306,-3.4323443174068453
13459,0.0764504937763843,-3.3153700543241795,-0.5817092448700041,-0.7074212428445922,0.1074603897154884,-4.898031933811457,-2.2339736979223277,-0.552212059666914,0.2186215436767852,-7.438538734319565,-5.051777154684482,-3.732684804169781
13534,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
13570,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
13596,0.0788865362707629,-4.191342627250133,-1.485270584166237,-1.8227545659256712,0.1006133671852664,-4.987501255146215,-2.456093081335489,-0.9818157738521875,0.18434322153465,-5.934153367915402,-3.9892896787942713,-2.854933312631442
13719,0.056699938460206,-1.8719816931362263,0.7506883728802253,0.7335806068744015,0.1031267332888776,-3.0420682450391068,-0.541319756524324,1.3791659654152852,0.1900314731391369,-4.91717272600243,-2.791747720447415,-0.9732519209418689
13733,0.1004857905966653,-3.119179185406772,-0.4480310145694665,-0.5459404200564787,0.13728087152299,-3.7135610925578986,-1.13794035121365,0.7633378557803953,0.2214675061256483,-5.798516550408679,-3.3216501398812834,-1.4833088474032137
13777,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
13795,0.0668862164136046,-3.480746663875717,-0.7593180623910118,-0.903017990395099,0.0908020778860091,-4.940569359829361,-2.2857423412809794,-0.3239876097936022,0.1926595213308591,-7.253637398006375,-4.977106155639299,-3.505894175997795
13866,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
13867,0.0739495305267814,-4.187240756996975,-1.452235797804803,-1.757753683839377,0.0999706606631238,-5.068404760625768,-2.320401344159428,-0.8483007188540427,0.1667058728662486,-6.073510603645672,-4.0117492133054045,-2.757827898283233
13896,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
13902,0.0946414840043996,-3.98186233351972,-1.3721404314016905,-1.654265731466474,0.121969972333196,-4.514219237836584,-1.8111159207027452,-0.4056451606319947,0.2445574920735652,-7.536386693495216,-5.077539163027329,-3.747003936926208
13926,0.0925021019526357,-4.280203913441398,-1.7191120333420276,-2.119079087783135,0.1189015085085973,-5.20397649299262,-2.7070091436536505,-1.378691466681898,0.2190728119854233,-6.357361688447117,-4.305543006837774,-3.315523095898164
13930,0.0715705567632591,-3.4749511991058863,-0.7996807534957756,-0.9059617750211448,0.0942743827808564,-4.970790570139783,-2.3000824278852,-0.3967150000100859,0.1790244794494119,-6.784406483222726,-4.528801706678924,-3.082476862256563
13967,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
13990,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
14001,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
14017,0.0484343949356049,-2.6000573721286804,-0.0384868400665525,-0.2692551989503582,0.1025960907738363,-3.827865738309202,-1.21627827737468,0.3294213014794042,0.1272359830610164,-3.869643873086828,-1.7384833252994034,-0.2311162905163716
14024,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
14027,0.0781075557557398,-3.746768165617116,-1.063146957435696,-1.2164313963275442,0.098659171212213,-4.568936743287709,-1.9018264374421785,-0.3588018526341002,0.156720782826874,-5.348711068810485,-3.2965855506951334,-1.9938104584358527
14051,0.0833439598514487,-3.2689897786222293,-0.5685800776145234,-0.8777854312191166,0.1081289362241405,-4.767471252799147,-2.134214515122164,-0.5587940370837361,0.2303119620448354,-7.265285950954199,-4.851946276287842,-3.755976678655656
14085,0.0889372985521404,-2.1290525793260238,0.4971484428797131,0.3782635813705637,0.1488141312322106,-3.81288583283958,-1.3499946727243168,0.6716706944239409,0.2927116560150896,-7.678908780341439,-5.3411856210200535,-3.419554908718296
14110,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
14115,0.0747840075744555,-3.4861209827422126,-0.774630472744759,-0.8886872147954569,0.1018731739453777,-5.022627162227257,-2.3779330120960083,-0.5367986276480821,0.1929254181404405,-6.792910814813784,-4.546267782393666,-3.144279679985743
14127,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
14134,0.0975284662790242,-3.285469268932274,-0.6064448699417231,-0.836540043894089,0.1255018938337249,-4.361228681842298,-1.7807403649250113,-0.0734189723268825,0.2397163038183326,-7.154718782530972,-4.72041431877714,-3.376663781635598
14147,0.0836568452102301,-3.458362218157245,-0.7270067110390342,-0.987798815162524,0.1080505009785217,-4.845467596386101,-2.1559968254771484,-0.6047180928894738,0.2294947167648375,-7.645399025489049,-5.132481690591315,-4.010345585620104
14179,0.0660273415574871,-2.8854653769061858,-0.1943644125038208,-0.2325522004115123,0.0938164414426406,-4.4584208985164935,-1.7938667275718334,0.0101171784395451,0.1620492915736478,-5.748137840780673,-3.4812573890629674,-2.1372043352206203
14188,0.1015294484340975,-4.383150647498781,-1.7407866753937655,-2.198287641691804,0.1253190332741256,-4.849385160122526,-2.336344946335032,-1.087974660171776,0.2755320490530394,-7.646061791443178,-5.396611155147588,-4.352517676420168
14196,0.0489789439255046,-2.8842692099375915,-0.1753737056918377,-0.399424738782731,0.0638505082881308,-3.214850615486706,-0.6099507551919099,0.9860597876499758,0.1223806829890147,-4.099048938371506,-2.0442169859568198,-0.6683539507646913
14211,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
14219,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
14234,0.0899716329470659,-3.87450649989876,-1.2264082532815963,-1.4700881522698337,0.115783384941164,-4.5339901161457306,-2.010195842796219,-0.4931795360347198,0.1520415282188068,-4.814601010462993,-2.872785494141869,-1.4260857220198302
